Incident ID,State,City Or County,Address,City,County
1682233,South Carolina,Saint Matthews,100 block of Bugleflower Ln,,Saint Matthews
1681588,Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,Bogalusa,
1686369,Florida,Gainesville,2305 SE Hawthorne Rd,Gainesville,
1850080,Pennsylvania,Philadelphia,4300 block of Germantown Ave,Philadelphia,
1680027,New Mexico,Albuquerque,820 Louisiana SE,Albuquerque,
1679086,Illinois,Rockford,2914 W State St,Rockford,
1678589,Kentucky,Garrison,6151 Kinney Rd,Garrison,
1679356,Tennessee,Memphis,3500 block of Commerce Cir,Memphis,
1677566,Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,Montgomery,
1676515,Louisiana,Baton Rouge,2944 Plank Rd,Baton Rouge,
1676579,Texas,Fort Worth,4750 Wilbarger St,Fort Worth,
1676746,Texas,Katy,18000 block of Bonners Park Cir,Katy,
1676121,Missouri,Saint Louis,3500 block of Arkansas Ave,,Saint Louis
1674802,Maryland,Baltimore,5100 block of Stafford Rd,Baltimore,
1673989,Texas,Houston,14200 block of Bridgeport Rd,Houston,
1674299,Tennessee,Memphis,4000 block of Barron Ave,Memphis,
1673633,Georgia,Albany,1900 block of Meadow Dr,Albany,
1671289,Ohio,Columbus,300 block of S Ashburton Rd,Columbus,
1671624,Florida,Jacksonville,2100 block of Brooklyn Rd,Jacksonville,
1671078,Illinois,Chicago,3700 W 13th St,Chicago,
1670970,Pennsylvania,Philadelphia,200 block of S Cecil St,Philadelphia,
1668470,Indiana,Indianapolis,451 E Stop 11 Rd,Indianapolis,
1666945,Wisconsin,Milwaukee,2800 block of N 12th St,Milwaukee,
1666461,New York,Troy,Jefferson St and 3rd St,Troy,
1666600,North Carolina,Salisbury,900 block of E Lafayette St,Salisbury,
1666327,Florida,Orlando,Elese St and Deerock Dr,Orlando,
1665834,Tennessee,Memphis,500 block of Josephine St,Memphis,
1664933,Texas,Houston,4714 Ward St,Houston,
1665735,Indiana,Fort Wayne,3233 Diplomat Dr,Fort Wayne,
1661537,Maryland,Hyattsville,7500 block of Courtney Pl,Hyattsville,
1660797,North Carolina,Greensboro,4400 block of Beckford Dr,Greensboro,
1661218,Massachusetts,Springfield,College St,Springfield,
1659862,Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,Philadelphia,
1659966,Mississippi,Jackson,1200 block of Wood Village Dr,Jackson,
1656873,California,Bakersfield,Pioneer Rd and Sterling Rd,Bakersfield,
1656265,Michigan,Muskegon,800 block of Oak St,Muskegon,
1654971,South Carolina,Greenwood,1522 Parkway,Greenwood,
1655674,Michigan,Detroit,1200 block of Payton St,Detroit,
1656373,Alaska,Anchorage,10600 block of Elmore Rd,Anchorage,
1654341,Illinois,Chicago,86th Street and Damen Avenue,Chicago,
1652642,New York,Brooklyn,181 Rockaway Pky,Brooklyn,
1652734,California,Los Angeles,89th St and Hobart Ave,Los Angeles,
1653012,South Carolina,Lancaster,Mahaffey Line Dr,Lancaster,
1652073,Texas,Lubbock,2107 49th St,Lubbock,
1652601,Texas,Vidor,100 block of Hebert St,Vidor,
1652328,Florida,Hialeah,W 69th St and 24th Ave,Hialeah,
1651742,Kentucky,Louisville,1000 block of Cecil Ave,Louisville,
1649473,Georgia,Macon,571 Moreland Ave,Macon,
1648832,Pennsylvania,Philadelphia,2000 block of W Harold St,Philadelphia,
1648205,Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,Atlanta,
1647661,Maryland,Baltimore,1100 block of Washington Blvd,Baltimore,
1644111,Texas,San Antonio,6700 block of Hickory Springs Dr,San Antonio,
1643775,South Carolina,Hanahan,Edinburgh Drive,Hanahan,
1643157,Virginia,Norfolk,800 block of Lincoln St,Norfolk,
1642826,Missouri,Saint Louis,1923 Prairie Ave,,Saint Louis
1641923,Florida,Jacksonville,11501 Harts Rd,Jacksonville,
1641216,Maryland,Baltimore,300 block of McMechen St,Baltimore,
1640295,North Carolina,Moncure,842 Moncure Flatwood Rd,Moncure,
1640317,Missouri,Springfield,2885 E. Chestnut Expressway,Springfield,
1640007,Michigan,Saginaw,4107 Gallagher St,Saginaw,
1639542,New Mexico,Albuquerque,620 block of Arno SE,Albuquerque,
1639413,Illinois,Rockford,4104 Auburn St,Rockford,
1640278,Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,,New Orleans (Algiers)
1637520,Pennsylvania,Chester,200 block of Broomall Street,Chester,
1636471,Illinois,South Holland,I-94 and E 162nd St,South Holland,
1635796,Maryland,Rosedale,6247 Kenwood Ave,Rosedale,
1636564,California,Ceres,3600 block of Spruce Ave,Ceres,
1635750,Ohio,Cleveland,3804 E 93rd St,Cleveland,
1635411,Illinois,Chicago,900 block of E 79th St,Chicago,
1635118,Washington,Washington,6219 Dix St NE,Washington,
1634128,California,Tulare,111 W Tulare Ave,Tulare,
1631040,Missouri,Kansas City,510 Westport Rd,Kansas City,
1631831,Colorado,Brighton,Starr Ln and County Rd 2,Brighton,
1629488,Wisconsin,Milwaukee,3939 W Highland Blvd,Milwaukee,
1629042,Illinois,Chicago,1238 E 79th St,Chicago,
1627335,North Carolina,Clarkton,71 Tina Ln,Clarkton,
1627713,Texas,Houston,8712 Airline Dr,Houston,
1625553,Idaho,Caldwell,4321 S 10th Ave,Caldwell,
1625787,North Carolina,Greensboro,Martin Luther King Jr Ave and Randolph Dr,Greensboro,
1623696,Mississippi,Port Gibson,8027 Hwy 61,Port Gibson,
1622406,Connecticut,Hartford,451 Franklin Ave,Hartford,
1622962,Florida,Pensacola,517 W Gadsden St,Pensacola,
1622340,Louisiana,New Orleans,Dryades St and 2nd St,New Orleans,
1622233,Tennessee,Memphis,2800 block of Riverport Rd,Memphis,
1621821,Illinois,Chicago,6500 block of S King Dr,Chicago,
1619064,Delaware,Dover,200 block of W Reed St,Dover,
1616964,Texas,Houston,1000 block of Calvin St,Houston,
1615155,Indiana,Indianapolis,4100 block of Shady Oak Dr,Indianapolis,
1612716,California,Lebec,8968 Grapevine Rd,Lebec,
1613020,Maine,Machias,323 Kennebec Rd,Machias,
1612597,Mississippi,Philadelphia,257 W Beacon St,Philadelphia,
1611037,Florida,Boynton Beach,200 block of NE 1st Ct,Boynton Beach,
1611563,California,Delano,Hiett Ave and County Line Rd,Delano,
1610782,Louisiana,Shreveport,2000 Grimmett Dr,Shreveport,
1610240,California,Merced,100 block of W 18th St,Merced,
1606554,Connecticut,Bridgeport,172 Golden Hill St,Bridgeport,
1605948,Missouri,Cape Girardeau,631 S Sprigg St,Cape Girardeau,
1605752,South Carolina,Hartsville,115 W Camden Ave,Hartsville,
1605798,New York,Newburgh,1571 NY-300,Newburgh,
1605770,North Carolina,Salisbury,1935 Jake Alexander Blvd,Salisbury,
1606476,North Carolina,Vanceboro,107 Kinshaw Ct,Vanceboro,
1603241,Washington,Seattle,1530 3rd Ave,Seattle,
1600522,Texas,San Antonio,1011 Avenue B,San Antonio,
1600787,Missouri,Kansas City,4802 Noland Rd,Kansas City,
1600221,Tennessee,Memphis,6761 Winchester Rd,Memphis,
1600350,Texas,South Houston,700 block of Virginia St,South Houston,
1599331,Utah,Grantsville,93 Eastmoor Dr,Grantsville,
1598447,Illinois,Chicago,234 N Pulaski Rd,Chicago,
1594173,Colorado,Aurora,17158 E Adriatic Place,Aurora,
1592655,Mississippi,Bay Saint Louis,10 Bay Park Way,,Bay Saint Louis
1588919,Georgia,Atlanta,1008 Brady Ave NW,Atlanta,
1588308,Florida,Ocala,800 block of NW 6th Ter,Ocala,
1586839,New York,Brooklyn,6120 3rd Ave,Brooklyn,
1585746,Ohio,Cleveland,1437 St Clair Ave NE,Cleveland,
1585394,West Virginia,Huntington,1113 4th Ave,Huntington,
1585894,Missouri,Saint Louis,3000 block of S Jefferson Ave,,Saint Louis
2201535,Maryland,Capitol Heights,Cindy Ln,Capitol Heights,
2201716,Mississippi,Gulfport,1200 block of Lewis Ave,Gulfport,
2201216,California,Los Angeles,10211 S. Avalon Blvd,Los Angeles,
2200968,Pennsylvania,Philadelphia,5100 block of Germantown Ave,Philadelphia,
2201052,Missouri,Kirksville,700 block of E Dodson St,Kirksville,
2198521,Colorado,Denver,56 Broadway,Denver,
2200720,Alabama,Mobile,3606 Moffett Rd,Mobile,
2198014,Ohio,Youngstown,2626 Tyrell Ave,Youngstown,
2197391,Texas,Garland,730 W Walnut St,Garland,
2198071,New York,Buffalo,1300 block of Jefferson Ave,Buffalo,
2197178,Virginia,Clear Brook,I-81 and Visitor Center Loop,,Clear Brook
2197421,Mississippi,Fayette,225 Community Dr,Fayette,
2197328,Pennsylvania,Philadelphia,800 block of W Clearfield St,Philadelphia,
2196827,Louisiana,Lafayette,2106 NW Evangeline Trwy,Lafayette,
2196434,Georgia,Roswell,401 Huntington Dr,Roswell,
2196267,Pennsylvania,Pittsburgh,7300 block of Schoyer St,Pittsburgh,
2196839,New York,Brooklyn,1031 Nostrand Ave,Brooklyn,
2193049,Illinois,Lovejoy (Brooklyn),213 Madison St,,Lovejoy (Brooklyn)
2192046,Maryland,Baltimore,1300 block of W North Ave,Baltimore,
2191683,Virginia,Portsmouth,4105 Portsmouth Blvd,Portsmouth,
2191752,Maryland,Baltimore,600 block of Laurens St,Baltimore,
2188999,California,Fresno,E Normal Ave and Mayfair Dr S,Fresno,
2188843,Pennsylvania,Philadelphia,3400 block of Emerald St,Philadelphia,
2188260,North Carolina,Durham,Eugene St and Mathison St,Durham,
2187939,Mississippi,Bolton,6274 W Northside Dr,Bolton,
2190367,Florida,Tampa,Alaska Ave,Tampa,
2187990,Texas,Baytown,1403 N Market Loop,Baytown,
2188066,Virginia,Woodbridge,13989 Jefferson Davis Hwy,Woodbridge,
2187027,Illinois,River Grove,3111 River Rd,River Grove,
2186517,Michigan,Lansing,Miller Rd and Cedar St,Lansing,
2187077,Florida,Orlando,Jefferson St and Garden Ave,Orlando,
2186696,North Carolina,Charlotte,3100 block of Marney Ave,Charlotte,
2186858,Maryland,Capitol Heights,6700 Walker Mill Rd,Capitol Heights,
2186246,Wisconsin,Beloit,1900 block of Porter Ave,Beloit,
2183667,Pennsylvania,Philadelphia,1500 block of N 29th St,Philadelphia,
2182789,Michigan,Detroit,5200 block of Marlborough St,Detroit,
2183120,Texas,El Paso,2910 Tularosa Ave,El Paso,
2181840,Tennessee,Memphis,3885 Elvis Presley Blvd,Memphis,
2181096,North Carolina,Elizabeth City,Perry St and Jordan St,Elizabeth City,
2178487,Michigan,Oxford,745 N Oxford Rd,Oxford,
2179099,Georgia,Rex,3600 block of Jervis Court,Rex,
2177268,Pennsylvania,Philadelphia,1300 block of S 50th St,Philadelphia,
2176922,Maryland,Baltimore,1300 block of North Montford Ave,Baltimore,
2177300,Illinois,Evanston,1950 Green Bay Rd,Evanston,
2176653,Colorado,Aurora,1500 block of Dayton St,Aurora,
2177416,California,Lancaster,3500 block of Garnet Ln,Lancaster,
2176667,New Jersey,Newark,900 block of Bergen St,Newark,
2176058,Tennessee,Nashville,2815 Torbett St,Nashville,
2175329,Texas,San Antonio,4000 block of Sunrise Creek Dr,San Antonio,
2265367,New York,Rochester,Denver St and Grand Ave,Rochester,
2175615,South Carolina,Green Sea,Long Branch Swamp Rd,Green Sea,
2173531,Florida,Lehigh Acres,Cervantes St,Lehigh Acres,
2174033,Texas,Marshall,700 block of Cross St,Marshall,
2174685,North Carolina,Warsaw,101 Matthews St,Warsaw,
2172178,New Jersey,Passaic,Howe Ave and Lafayette Ave,Passaic,
2172657,Louisiana,Baton Rouge,4888 Plank Rd,Baton Rouge,
2171568,California,Fresno,3665 N Pleasant Ave,Fresno,
2172018,Illinois,Berwyn,6802 W 26th St,Berwyn,
2170438,Maryland,Cambridge,700 block of Greenwood Ave,Cambridge,
2169719,Illinois,East Saint Louis,8300 block of State St,,East Saint Louis
2170140,New York,Newburgh,William St and Carson Ave,Newburgh,
2169494,New York,Bronx,815 Burke Ave,Bronx,
2168989,Illinois,Chicago,1240 W Randolph St,Chicago,
2167778,New York,New York (Manhattan),101 W 141st St,,New York (Manhattan)
2167297,Colorado,Aurora,1200 Nome St,Aurora,
2166673,Pennsylvania,Philadelphia,2700 block of N Howard St,Philadelphia,
2166768,Missouri,Columbia,19 N 5th St,Columbia,
2166953,Oregon,Chiloquin,990 Bronco Lane,Chiloquin,
2166817,Alabama,Troy,803 US-231 S,Troy,
2166055,North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,,Winston Salem (Winston-salem)
2167889,Louisiana,Houma,100 block of Emma St,Houma,
2165600,Virginia,Richmond,3050 Nine Mile Rd,Richmond,
2165535,Alabama,Birmingham,1100 block of 33rd St SW,Birmingham,
2163306,New York,Rochester,Clifton St and Jefferson Ave,Rochester,
2163772,Louisiana,Hahnville (Killona),160 Killona Dr,,Hahnville (Killona)
2163617,South Dakota,Scotland,710 2nd St,Scotland,
2162196,Texas,Victoria,10700 FM 236,Victoria,
2162269,Pennsylvania,Philadelphia,200 block of E Louden St,Philadelphia,
2161323,Wisconsin,Kenosha,625 57th St,Kenosha,
2161116,California,Oakley,33 Malicoat Ave,Oakley,
2160608,Texas,Marshall,510 S Alamo Blvd,Marshall,
2161078,California,Highland,26998 3rd St,Highland,
2160838,California,Oakland,8400 block of International Blvd,Oakland,
2158417,Virginia,Norfolk,821 Whitaker Ln,Norfolk,
2158524,Iowa,Des Moines,11300 block of E 15th St,Des Moines,
2157991,Alabama,Mobile,4120 Government Blvd,Mobile,
2157206,Texas,San Antonio,1900 block of W Laurel St,San Antonio,
2156175,Florida,Orlando,N Orange Ave and Wall St,Orlando,
2155369,Kentucky,Louisville,6210 Shepherdsville Rd,Louisville,
2155517,Colorado,Littleton (Lakewood),6200 block of Alameda Ave,,Littleton (Lakewood)
2155428,Illinois,Flossmoor,3800 block of Ballantrae Way,Flossmoor,
2155282,Texas,Houston,1909 Schilder Dr,Houston,
2155329,Illinois,Joliet,1018 E Jackson St,Joliet,
2156001,Texas,Fort Worth,3700 block of Lebow St,Fort Worth,
2154851,California,Gilroy,400 block of Las Animas Ave,Gilroy,
2154422,Illinois,Decatur,1100 block of N Union St,Decatur,
2154441,Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,Oklahoma City,
2154873,California,Sacramento,5560 Palm Ave,Sacramento,
2155172,Florida,Saint Petersburg,1079 62nd Ave S,,Saint Petersburg
2155001,Texas,Texarkana,2315 Texas Blvd,Texarkana,
2154283,New York,Poughkeepsie,32 Cannon St,Poughkeepsie,
2155826,Michigan,Kalamazoo,3082 S 9th St,Kalamazoo,
2153285,Nevada,Las Vegas,3900 block of E Cheyenne Ave,Las Vegas,
2153779,Tennessee,Nashville,210 N 9th St,Nashville,
2150274,Idaho,Boise,350 N Milwaukee St,Boise,
2154085,California,Gonzales,Foletta Rd,Gonzales,
2150037,Mississippi,Crenshaw,413 Jones St,Crenshaw,
2148921,South Carolina,Florence,811 S Irby St,Florence,
2148891,California,Ontario,700 block of E Bonnie Brae Ct,Ontario,
2148633,Georgia,Fort Valley,603 Carver Dr,Fort Valley,
2148282,Illinois,Chicago,7901 S Cottage Grove Ave,Chicago,
2148946,Washington,Renton,16420 SE 128th St,Renton,
2148401,Maryland,Baltimore,3100 block of W North Ave,Baltimore,
2147114,New York,Brooklyn,3008 Glenwood Rd,Brooklyn,
2147301,Washington,Tacoma,4258 Everett St,Tacoma,
2147042,Michigan,Farwell,9539 S Harrison Ave,Farwell,
2145931,Wisconsin,Kenosha,610 40th Pl,Kenosha,
2143277,Louisiana,Grambling,403 Main St,Grambling,
2143113,Missouri,Saint Louis,8600 block of Goodfellow Blvd,,Saint Louis
2143765,Texas,Houston,1900 block of Dolly Wright St,Houston,
2143889,Colorado,Colorado Springs,1865 N Academy Blvd,Colorado Springs,
2144160,Wisconsin,Racine,Yout St and Carter St,Racine,
2143479,Arkansas,Pine Bluff,820 S Main St,Pine Bluff,
2143499,Arkansas,Pine Bluff,University Dr and Pullen Ave,Pine Bluff,
2143605,Mississippi,Jackson,3243 Medgar Evers Blvd,Jackson,
2142402,Texas,Killeen,308 S Second St,Killeen,
2142296,Alabama,Mobile,1621 Virginia St,Mobile,
2142092,Minnesota,Minneapolis,814 E Franklin Ave,Minneapolis,
2155043,Mississippi,Mccomb,1300 14th St,Mccomb,
2139048,Florida,Naples,700 block of 99th Ave,Naples,
2139674,Mississippi,Meridian,2000 block of 17th St,Meridian,
2139198,Georgia,Atlanta,4900 Delano Rd,Atlanta,
2137179,Illinois,Chicago,1565 N Milwaukee Ave,Chicago,
2137321,South Carolina,Mc Coll (Mccoll),4181 Hwy 15-401,,Mc Coll (Mccoll)
2137561,Iowa,Sioux City,427 Pierce St,Sioux City,
2137198,Minnesota,Saint Paul,214 7th St W,,Saint Paul
2137555,Delaware,Dover,1500 block of Nathaniel Mitchell Rd,Dover,
2136907,Louisiana,Livingston,17000 block of LA-444,Livingston,
2137291,Texas,Dallas,3000 block of South Blvd,Dallas,
2137575,New York,Albany,100 block of North Lake Ave,Albany,
2137464,Colorado,Denver,7300 block of E 22nd Ave,Denver,
2136230,Maryland,Baltimore,2600 block of Jefferson St,Baltimore,
2136270,Washington,Washington,1700 block of Independence Ave SE,Washington,
2135536,Alabama,Montgomery,1800 block of Cotton Ct,Montgomery,
2135508,Wisconsin,Milwaukee,W Cherry St and N 8th St,Milwaukee,
2134657,Illinois,Chicago,900 block of N Orleans St,Chicago,
2135498,Wisconsin,Milwaukee,2400 block of N 37th St,Milwaukee,
2135666,Louisiana,New Orleans,S Robertson St and Martin Luther King Jr Blvd,New Orleans,
2134217,Maryland,Baltimore,1243 Patterson Park Ave,Baltimore,
2134359,Louisiana,New Orleans,603 General Taylor,New Orleans,
2136132,Ohio,Cleveland,9200 block of Marshall Ave,Cleveland,
2135659,Ohio,Cleveland,Marshall Ave and E 93rd St,Cleveland,
2133962,Illinois,Rockford,400 block of S Independence Ave,Rockford,
2133137,Minnesota,Saint Paul,922 Thomas Ave W,,Saint Paul
2132656,Minnesota,Minneapolis,626 W Broadway Ave,Minneapolis,
2131471,South Carolina,Bishopville,1113 Sumter Hwy,Bishopville,
2131406,Texas,San Antonio,6222 S New Braunfels Ave,San Antonio,
2130634,Colorado,Aurora,12230 E Colfax Ave,Aurora,
2130763,Iowa,Cedar Rapids,525 33rd Ave SW,Cedar Rapids,
2130370,Washington,Washington,Forrester St SW and Galveston Pl SW,Washington,
2128682,Illinois,Chicago,800 block of N Milwaukee Ave,Chicago,
2128023,Minnesota,Minneapolis,2700 block of Bloomington Ave,Minneapolis,
2127374,Illinois,Chicago,6500 block of S Calumet Ave,Chicago,
2126747,New York,New York (Manhattan),3964 10th Ave,,New York (Manhattan)
2126450,Illinois,Chicago,826 N Ridgeway Ave,Chicago,
2125790,Illinois,Chicago,800 block of S Albany Ave,Chicago,
2125953,California,Oakland,1400 block of 8th Ave,Oakland,
2126261,Washington,Seattle (Des Moines),22855 Pacific Hwy S,,Seattle (Des Moines)
2125613,New York,Utica,800 block of Mohawk St,Utica,
2125444,Tennessee,Athens,Co Rd 60,Athens,
2126241,Tennessee,Chattanooga,1124 Grove St,Chattanooga,
2125227,California,Riverside,Mockingbird Canyon Rd and Mariposa Ave,Riverside,
2124396,South Carolina,Aiken,749 Silver Bluff Rd,Aiken,
2124887,California,Los Angeles,11724 Wilmington Ave,Los Angeles,
2123395,Tennessee,Collierville,240 New Byhalia Rd,Collierville,
2123301,Pennsylvania,Philadelphia,38th St and Aspen St,Philadelphia,
2122565,North Carolina,Fayetteville,1100 block of Charlie Dr,Fayetteville,
2121381,Washington,Washington,2200 block of Alabama Ave SE,Washington,
2120940,Pennsylvania,Philadelphia,Broad St and Chew Ave,Philadelphia,
2121031,Missouri,Saint Louis,2000 block of St Charles St,,Saint Louis
2119583,New York,Rochester,300 block of Driving Park Ave,Rochester,
2119701,Florida,Miami,14900 block of Pierce St,Miami,
2119736,California,Oakland,300 block of 17th St,Oakland,
2119745,Texas,Dallas,100 block of N Malcolm X Blvd,Dallas,
2119609,Illinois,Chicago,900 block of N Massasoit Ave,Chicago,
2119950,South Carolina,Yemassee,145 Yemassee Hwy,Yemassee,
2119470,New York,Bronx,Teller Ave and E 172nd St,Bronx,
2119101,Illinois,Danville,3164 E Main St,Danville,
2119478,Louisiana,Opelousas,500 block of Sapphire St,Opelousas,
2118451,Georgia,Augusta,519 Broad St,Augusta,
2116343,Maryland,Baltimore,1700 block of N Milton Ave,Baltimore,
2116205,Ohio,Cleveland,2747 Cedar Ave,Cleveland,
2115522,Wisconsin,Milwaukee,3073 N Sherman Blvd,Milwaukee,
2115947,Minnesota,Saint Paul,7th St W and N Walnut St,,Saint Paul
2114626,Texas,Temple,900 block of S 24th St,Temple,
2122103,Illinois,Blue Island,12200 block of S Irving Ave,Blue Island,
2114481,Michigan,Detroit,2700 block of Halleck St,Detroit,
2114510,Alabama,Dothan,2000 Reeves St,Dothan,
2114583,New York,Utica,700 block of Noyes St,Utica,
2113623,Illinois,Chicago,900 block of E 79th St,Chicago,
2113841,Illinois,Chicago,300 block of E Kensington Ave,Chicago,
2113769,New Jersey,Paterson,E 18th St and Fulton Pl,Paterson,
2112450,Florida,Orlando,5526 S Orange Blossom Trl,Orlando,
2111858,Illinois,East Saint Louis,510 Martin Luther King Dr,,East Saint Louis
2112252,Alabama,Montgomery,1800 block of Cotton Court,Montgomery,
2111895,Missouri,Saint Louis,4000 block of St Ferdinand Ave,,Saint Louis
2110346,Delaware,Wilmington,A St and New Castle Ave,Wilmington,
2110077,Kansas,Wichita,351 N Mosley St,Wichita,
2109075,Georgia,Atlanta,868 Joseph E Boone Blvd NW,Atlanta,
2108892,Missouri,Independence,116 W Lexington Ave,Independence,
2108560,New York,Bronx,4848 White Plains Rd,Bronx,
2108414,Texas,Houston,7518 Imogene St,Houston,
2108378,Georgia,Athens,E Clayton St and N Jackson St,Athens,
2115336,Missouri,Wyatt,,Wyatt,
